% # columns="iter, evals, sigma, 0, fitness, xbest" seed=498313, Fri Nov 27 02:35:45 2020, <python>{}</python>
1 4 1.5960063531689463 0 68.75 23.200855498849 21.811971649625658 10.7670273188536
2 8 1.5228031445354915 0 1000 27.04324297326868 23.21839230997691 7.352591558452936
3 12 1.4862515528355054 0 1000 27.182865018549727 23.694102517944962 5.124322654959501
4 16 1.7573967531484207 0 1000 23.445952871244867 23.633110755394384 8.467725820388267
5 20 1.352745052086614 0 1000 27.531451651355567 24.07524295920016 5.207858519947547
6 24 1.2157987672432895 0 1000 28.563880354591177 25.71815315421451 6.532978212587435
7 28 1.2919846977634384 0 71.15 29.017957735907068 22.133633887507738 10.1525287400433
8 32 1.0998854570211807 0 1000 28.94337626255069 25.62785129984989 9.535945200588518
9 36 1.2305533571757488 0 1000 24.064197527770542 24.858542607625857 6.8851084669439135
10 40 1.1358963400308002 0 1000 25.042093519800463 25.624683216539243 11.064806822615832
11 44 1.0738802593090881 0 1000 25.120239005462075 22.522248310386214 9.908349828182532
12 48 0.8687982665609386 0 1000 27.05432881303047 24.615468779853572 9.726836534721418
13 52 0.8704991093139876 0 68.7 23.087936083350524 24.810232592397185 10.33846070582708
14 56 1.0334382638991506 0 1000 22.897026236625532 26.219767474555283 10.113821608505749
15 60 1.2815627395198543 0 1000 21.281924448379137 26.9494542207157 8.046282338586945
16 64 1.4458390024285719 0 1000 20.014409579674382 27.73308280184493 7.102850149308697
17 68 1.1681235776948544 0 1000 23.97281359781591 26.46617736811339 9.180054435799097
18 72 1.1792539045950567 0 1000 21.331808233364892 27.550499661207677 11.998132851507696
19 76 1.0215294634337508 0 1000 21.375163542170704 26.826203175786276 11.900355823639767
20 80 0.966298523519793 0 1000 23.72908024552457 24.62112385657076 13.054746589344271
21 84 0.7890787595567001 0 1000 22.628319637051142 25.63290984810902 13.304488770304832
22 88 0.733195950018426 0 1000 24.94469549242397 25.597818256389658 14.213785404630672
23 92 0.5789090457837415 0 1000 24.586402832854095 25.40341475834799 13.769752228629931
24 96 0.47723727885070577 0 1000 23.757909058503135 25.726260281502277 14.615512219360959
25 100 0.45260408354780834 0 1000 22.823708633041544 25.170237303945996 14.504511088847156
26 104 0.5242226845521405 0 1000 23.21781912866337 24.039039241321237 14.418121248758556
27 108 0.40986846057750953 0 1000 23.621565189165022 24.614677670024154 14.37651792144019
28 112 0.37437666344794723 0 1000 23.34130975018237 24.791929464679473 13.740586899569251
29 116 0.4295525163232391 0 1000 22.673637911972992 24.688756389729544 12.87263609172408
30 120 0.37356680786721186 0 1000 22.509715462548353 25.143682797446516 12.587335214567474
31 124 0.394602604049836 0 1000 22.92252878003595 25.05378923784363 12.221896853367179
32 128 0.32863621788429 0 1000 22.476748867844748 24.763596468312542 12.453048151740251
33 132 0.2548082200973868 0 1000 22.51676864261075 24.81744472312427 12.346628743481997
34 136 0.2071759546727712 0 1000 22.492363873321132 24.88300038821207 12.285339674621792
35 140 0.18049414812969564 0 1000 22.33214535553563 25.149100891852584 12.032226361883092
36 144 0.2920181193231468 0 1000 21.59948392923466 25.458478726383152 11.528764445275845
37 148 0.4264978232234547 0 1000 21.146497853927166 25.411625109056253 11.309031758069006
38 152 0.4631757639007513 0 1000 21.004603977844464 25.123214779406943 11.140622928478255
39 156 0.3817113947999818 0 1000 21.628811525382652 25.350734757704018 11.350938432343188
40 160 0.4396808737132525 0 1000 20.80327816563597 25.609487443900775 10.648681117821257
41 164 0.4569248199579294 0 1000 20.87713287832688 26.23478620487895 10.8663469751498
42 168 0.5184687193522237 0 1000 20.36615943281559 26.402397505130683 10.17074169376842
43 172 0.5427942399851341 0 1000 20.23172154879123 26.50002345490118 9.696199685412212
44 176 0.6748063969867631 0 1000 20.09624733818826 27.125982323355064 8.510330803487502
45 180 0.5037685534122206 0 1000 20.4216481202208 25.91361501660013 9.864732662241757
46 184 0.4648855080124666 0 1000 20.189810297519013 26.661777681614353 10.055162340545104
47 188 0.4803907076802915 0 1000 20.019933362192543 26.64242288211428 10.13831321959977
48 192 0.414038276824749 0 1000 20.28801756932047 25.93535599070664 10.638982697987572
49 196 0.5450240618621833 0 1000 20.765248818017046 25.50225325401445 11.353890043747592
50 200 0.44434767393489855 0 1000 20.41381403000526 25.81947275973858 11.004414696165425
51 204 0.3951718232263273 0 1000 20.44552600857517 26.110935921337433 10.691442518384575
52 208 0.45283407321791036 0 1000 20.88068409002437 26.581700937179352 10.656418398790471
53 212 0.5596209076320716 0 1000 21.064538241292905 26.860203668158768 11.354235800447766
54 216 0.5777519285003284 0 1000 21.62485816258278 26.162988134201633 10.865668935100599
55 220 0.6660273767262306 0 1000 22.039016386482153 26.407835418151098 12.126104774101043
56 224 0.7325616106603399 0 1000 23.091937048988687 26.331497743355467 12.035283413834833
